GeneID	SRR12438069	SRR12438070	SRR12438071	SRR12438072	SRR12438073	SRR12438074	SRR12438075	SRR12438076	SRR12438077	SRR12438078	SRR12438079	SRR12438080
ENSG00000213876	0	1	0	0	3	2	0	0	0	0	0	4
ENSG00000141505	6	14	16	28	45	50	14	31	30	0	44	71
ENSG00000132535	323	417	1481	1901	3478	3075	1515	2158	1113	107	2392	1125
ENSG00000279812	5	5	9	12	33	42	18	29	19	5	5	8
ENSG00000072778	4256	6534	13109	22257	13132	17916	4931	10885	12352	3232	46460	90558
ENSG00000199053	0	4	19	14	5	2	5	13	14	0	14	79
ENSG00000004975	255	203	1013	1087	1351	1332	630	903	926	76	2573	2336
ENSG00000040633	200	210	690	669	1020	1100	406	653	689	106	2040	2207
ENSG00000170296	5	10	13	18	19	20	8	22	20	3	34	72
ENSG00000262526	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279641	4	1	6	1	10	10	5	7	4	0	6	9
ENSG00000175826	252	295	1141	1259	1315	1074	448	770	946	152	2271	2283
ENSG00000262302	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170291	159	198	629	613	699	631	264	422	452	93	1472	981
ENSG00000181885	1149	1147	3057	3413	3322	3611	965	1845	5573	643	15070	12039
ENSG00000202251	0	0	0	0	1	0	0	0	0	0	1	2
ENSG00000181856	0	3	6	3	5	8	4	5	13	0	15	23
ENSG00000263342	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006047	4	3	28	31	16	15	8	4	66	3	126	343
ENSG00000132507	828	921	2319	2705	2876	3620	1058	2342	1976	307	8050	9250
ENSG00000132522	30	19	58	76	96	54	47	63	84	28	86	189
ENSG00000261915	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215041	221	214	821	932	945	910	443	704	688	105	1753	1473
ENSG00000224647	0	0	1	1	1	0	0	0	3	0	2	3
ENSG00000072818	11	27	98	114	120	166	74	89	74	6	165	191
ENSG00000213859	62	79	479	572	369	470	146	261	307	26	1344	2171
ENSG00000263171	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182896	0	0	0	0	0	2	0	0	0	0	0	7
ENSG00000174292	97	109	448	537	455	423	160	291	432	41	1572	1442
ENSG00000187838	0	1	7	5	2	3	0	2	7	0	8	13
ENSG00000262481	0	0	0	0	1	0	0	1	1	0	5	1
ENSG00000205544	44	54	84	52	167	52	47	61	142	10	254	138
ENSG00000169992	330	411	1889	2194	2134	1849	1012	1529	2209	236	3784	4269
ENSG00000262880	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000181323	0	0	0	0	0	1	0	0	2	0	2	6
ENSG00000184560	0	0	3	0	0	5	1	0	3	0	1	7
ENSG00000283439	0	0	2	3	2	4	1	1	0	0	0	0
ENSG00000181284	71	71	225	235	145	110	40	64	229	44	848	567
ENSG00000262624	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000161958	0	0	9	15	10	8	3	3	11	0	8	6
ENSG00000263301	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272884	0	0	0	0	0	1	0	1	0	0	0	1
ENSG00000170175	90	56	335	348	253	234	103	109	341	50	1350	954
ENSG00000174282	1051	826	3589	3686	4898	4466	1677	2743	3678	518	11480	8478
ENSG00000259224	0	0	2	2	5	6	2	1	4	4	5	14
ENSG00000181222	1791	1323	7531	7058	8487	8417	3258	4904	5982	1135	14290	11735
ENSG00000201489	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000239697	50	65	167	176	341	245	105	130	244	34	573	280
ENSG00000248871	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276384	4	2	2	1	6	3	4	1	2	0	4	1
ENSG00000161955	66	49	205	215	200	273	84	102	336	31	846	217
ENSG00000161956	76	94	201	236	281	242	123	183	227	14	515	595
ENSG00000277957	1	0	3	1	3	6	0	1	1	0	2	3
ENSG00000161960	21	22	107	109	89	110	48	86	98	7	155	274
ENSG00000264772	0	0	2	6	4	1	3	1	3	0	9	6
ENSG00000209582	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238917	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277985	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129226	0	1	4	3	5	5	1	4	2	0	0	1
ENSG00000233223	10	7	84	80	72	59	13	26	81	3	319	178
ENSG00000129255	195	177	743	905	790	584	375	625	584	78	2527	1258
ENSG00000129194	4	5	19	22	24	16	19	17	30	0	50	36
ENSG00000129245	328	311	1058	1068	1564	1665	550	940	983	176	3271	3156
ENSG00000129214	1	1	10	9	24	10	9	8	19	0	29	17
ENSG00000141504	345	292	1344	1157	1513	1232	483	613	1193	125	3764	3658
ENSG00000129244	44	39	239	214	873	453	210	183	235	12	696	38
ENSG00000141510	302	250	1076	1012	668	848	245	399	1134	146	2618	3975
ENSG00000262251	2	5	6	7	12	10	9	6	13	0	24	67
ENSG00000141499	47	38	179	185	229	157	93	123	158	30	507	439
ENSG00000108947	65	62	386	355	836	750	334	525	378	16	1037	106
ENSG00000183914	9	5	37	30	134	197	30	38	66	8	104	66
ENSG00000240480	0	0	0	0	0	0	0	0	1	1	0	0
ENSG00000132510	607	767	2126	2545	2615	3338	1021	2047	2187	423	5170	11996
ENSG00000167874	8	10	28	54	42	51	25	40	43	12	45	351
ENSG00000183011	132	187	536	500	711	521	301	473	391	29	1065	379
ENSG00000182224	3	1	12	13	14	8	13	5	9	0	6	4
ENSG00000280046	14	5	69	61	61	55	45	46	70	4	37	76
ENSG00000170004	2505	1717	7886	7415	8022	9033	4421	5654	5234	849	12224	7583
ENSG00000252835	0	0	0	3	0	0	0	0	1	0	15	13
ENSG00000179859	25	16	147	132	177	114	36	58	120	2	445	278
ENSG00000170049	19	14	42	44	51	72	30	34	63	7	73	578
ENSG00000262730	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170043	262	288	1265	1275	999	1432	452	752	1009	138	2709	1554
ENSG00000170037	209	253	754	885	975	971	377	508	667	126	2173	2394
ENSG00000262492	0	0	0	0	0	0	0	0	1	4	1	4
ENSG00000132518	0	1	3	6	5	9	1	2	8	0	18	11
ENSG00000279174	0	0	0	1	0	0	2	0	2	0	0	0
ENSG00000179593	1	0	7	4	18	20	2	4	4	0	25	13
ENSG00000263427	1	3	18	31	14	42	12	41	4	1	1	4
ENSG00000275011	2	24	67	204	77	91	104	214	22	5	5	4
ENSG00000179477	3	3	48	119	41	78	41	55	9	13	21	21
ENSG00000214999	2	1	15	56	23	41	20	24	8	0	16	12
ENSG00000264005	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179148	0	6	11	5	7	14	3	7	8	3	17	173
ENSG00000179111	0	2	5	9	8	10	3	9	18	0	24	33
ENSG00000179094	228	319	1488	1537	1310	1025	1099	2045	1627	131	3069	7545
ENSG00000284117	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263620	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220205	548	569	1869	1794	4907	3489	1407	2102	1923	203	4471	3294
ENSG00000179029	37	38	258	190	346	331	94	149	166	40	674	333
ENSG00000200463	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266824	0	1	2	4	0	6	0	0	4	0	6	1
ENSG00000283160	0	0	1	0	0	1	0	0	0	0	1	0
ENSG00000196544	32	45	120	128	174	117	62	113	118	19	447	445
ENSG00000279152	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271002	0	0	0	1	3	0	0	1	1	0	3	0
ENSG00000178999	1	0	10	2	1	2	4	2	3	0	10	0
ENSG00000178977	7	2	29	31	30	18	9	6	24	3	88	41
ENSG00000178971	328	321	1293	1379	1888	1499	760	996	1154	149	3183	4308
ENSG00000178921	155	172	575	634	449	452	270	370	412	44	1705	974
ENSG00000269947	0	0	9	4	2	9	2	1	4	0	10	13
ENSG00000125434	27	27	160	151	107	101	83	77	153	23	350	44
ENSG00000108961	5	8	29	18	58	35	12	17	21	0	37	23
ENSG00000271029	0	1	2	0	0	1	0	0	1	0	1	0
ENSG00000198844	8	4	40	37	66	61	31	22	25	0	55	7
ENSG00000226871	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000212206	0	0	0	0	1	1	0	0	0	0	1	0
ENSG00000266279	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000184650	0	0	2	1	0	5	0	0	0	0	0	1
ENSG00000265749	2	7	33	28	30	31	13	16	24	3	64	87
ENSG00000184619	6	3	36	26	50	52	24	25	43	0	57	16
ENSG00000263809	0	1	5	4	5	4	4	2	4	0	3	0
ENSG00000161970	1021	1318	905	768	2024	678	569	773	1356	831	2135	2304
ENSG00000189051	0	0	3	2	1	4	0	2	0	0	0	10
ENSG00000166579	215	243	965	1060	1095	1443	381	824	880	178	2640	4645
ENSG00000133026	721	621	3954	3762	4854	5248	3249	4306	2773	244	8044	1744
ENSG00000252363	0	0	0	0	0	0	0	0	1	0	1	2
ENSG00000270606	0	0	0	0	1	1	0	0	0	0	3	0
ENSG00000244604	1	0	0	0	1	0	2	0	0	0	0	0
ENSG00000161973	0	0	0	0	0	3	0	0	0	0	0	1
ENSG00000183318	0	0	0	1	0	1	0	0	0	0	1	0
ENSG00000185156	35	45	132	157	74	77	35	110	99	5	370	171
ENSG00000276231	3	1	8	3	10	24	4	4	1	0	9	8
ENSG00000141506	3	7	64	59	44	42	30	10	16	2	50	66
ENSG00000266389	2	0	5	4	2	2	0	0	2	0	13	10
ENSG00000265975	0	0	1	3	1	0	1	0	1	0	12	9
ENSG00000065320	169	157	684	710	1229	1159	302	489	704	70	2473	324
ENSG00000262966	3	0	3	4	2	5	1	2	2	0	7	1
ENSG00000273816	0	0	1	0	0	1	0	0	0	0	0	1
ENSG00000170310	105	121	458	418	527	602	170	326	360	108	1411	959
ENSG00000263708	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225751	0	0	2	5	3	5	1	0	0	0	0	0
ENSG00000262815	0	0	1	2	3	0	0	1	0	0	0	0
ENSG00000263051	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000271851	1	6	4	13	30	13	15	14	10	0	35	50
ENSG00000166596	1	3	7	7	6	6	3	11	9	0	23	25
ENSG00000241654	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000265349	0	0	2	0	3	0	0	1	1	0	0	0
ENSG00000154914	65	78	316	397	157	253	71	242	250	29	1009	816
ENSG00000262296	0	0	0	3	2	1	2	1	0	0	0	4
ENSG00000282882	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000184544	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000278944	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214978	0	0	0	2	0	3	1	1	0	0	0	0
ENSG00000283025	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000065325	1	0	2	1	1	7	3	2	4	3	13	12
ENSG00000265593	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109047	0	0	0	1	5	3	0	0	0	0	0	4
ENSG00000007237	53	53	324	315	253	249	201	170	310	49	949	864
ENSG00000242692	0	1	0	0	0	0	0	0	1	0	2	1
ENSG00000273388	0	0	1	1	2	1	1	1	3	0	0	2
ENSG00000006788	0	0	6	2	1	3	1	0	1	0	0	0
ENSG00000264067	0	3	2	1	0	1	2	1	0	0	0	0
ENSG00000272736	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272975	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000133020	0	0	0	0	0	2	0	1	0	0	0	0
ENSG00000264424	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000109061	0	0	2	1	0	1	1	0	3	0	0	0
ENSG00000125414	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000214970	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109063	24	21	105	129	145	174	63	78	67	2	124	403
ENSG00000261433	1	0	1	2	4	4	1	2	1	0	1	3
ENSG00000133028	179	91	697	742	820	870	273	412	624	120	2239	1468
ENSG00000263388	1	0	0	1	0	0	0	0	0	0	1	0
ENSG00000170222	26	26	148	134	120	130	41	57	91	25	473	703
ENSG00000187824	41	15	213	183	182	219	60	111	115	15	404	243
ENSG00000264176	9	2	14	15	8	17	9	6	18	8	14	27
ENSG00000263400	9	4	38	21	18	18	15	13	40	11	111	48
ENSG00000264016	1	1	11	14	3	6	2	3	12	0	45	25
ENSG00000240813	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000266114	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000263429	1	5	3	7	4	1	0	4	5	0	24	22
ENSG00000279542	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000233670	1	0	3	1	2	9	3	2	3	0	18	9
ENSG00000263508	7	0	6	2	1	2	0	1	4	0	13	2
ENSG00000207242	0	0	0	0	0	0	0	0	0	2	1	0
ENSG00000244753	0	0	1	1	0	0	0	0	0	0	1	0
ENSG00000243346	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188803	41	31	164	157	623	666	121	276	390	2	159	35
ENSG00000264727	0	0	0	4	3	7	0	1	5	0	2	10
ENSG00000007174	20	15	140	144	77	60	47	63	103	34	224	105
ENSG00000263684	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000266368	0	0	2	1	1	1	1	0	0	0	2	0
ENSG00000154957	24	23	193	175	153	149	56	84	155	26	489	230
ENSG00000241185	0	0	2	2	2	3	1	0	0	0	1	4
ENSG00000065559	130	101	827	845	554	906	314	496	567	106	2480	2178
ENSG00000252707	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266297	0	0	1	1	0	0	0	1	0	0	0	0
ENSG00000263648	0	0	0	1	3	0	0	1	1	0	0	2
ENSG00000265400	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179136	0	2	0	0	0	0	0	1	0	0	1	0
ENSG00000141052	1	0	5	4	29	30	9	6	5	0	7	0
ENSG00000227274	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265489	0	0	2	1	0	0	0	1	2	0	5	0
ENSG00000006740	207	223	890	974	1591	1280	466	832	905	85	2316	1361
ENSG00000265503	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280168	0	0	2	8	11	5	3	3	11	0	3	7
ENSG00000277621	0	0	4	5	9	5	0	1	5	0	1	11
ENSG00000263707	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006744	418	351	1525	1501	1226	1328	568	794	1438	252	5170	2675
ENSG00000273098	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234634	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153976	7	4	14	20	6	10	9	10	14	0	32	20
ENSG00000221698	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236088	21	17	142	149	108	129	66	88	87	13	368	303
ENSG00000265494	0	0	0	0	1	2	0	0	0	0	0	7
ENSG00000233852	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266744	0	0	0	0	1	2	1	0	0	0	1	0
ENSG00000141028	0	5	8	7	4	1	0	2	3	0	11	16
ENSG00000006695	102	58	446	440	276	328	130	250	330	92	1178	738
ENSG00000252305	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231595	3	3	16	24	15	17	9	11	10	1	21	17
ENSG00000223510	0	0	1	1	2	4	0	1	2	0	4	5
ENSG00000262786	0	0	0	0	0	3	0	0	0	0	0	2
ENSG00000125430	40	20	185	212	167	202	173	266	169	11	293	71
ENSG00000266709	1	2	0	2	3	7	3	17	5	0	16	5
ENSG00000266378	0	3	3	2	11	3	0	3	5	0	0	0
ENSG00000230647	0	0	1	0	0	2	0	1	0	0	0	3
ENSG00000230897	5	11	9	13	3	7	5	8	12	4	15	17
ENSG00000226130	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000205325	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000238212	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000226156	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232058	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259944	0	0	0	0	0	1	2	0	0	0	0	0
ENSG00000265163	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109099	21	22	203	171	228	201	72	56	86	28	303	197
ENSG00000265110	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279660	0	1	1	0	0	0	0	0	0	0	0	5
ENSG00000265445	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230971	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237377	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000125409	0	1	8	9	7	3	4	5	5	0	14	51
ENSG00000200437	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279567	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000266667	0	0	1	2	0	1	2	0	0	0	3	9
ENSG00000239888	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000239704	4	2	34	44	42	30	15	19	26	9	13	170
ENSG00000259024	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234324	0	0	6	7	5	9	0	1	3	0	1	5
ENSG00000175106	5	7	33	48	51	93	21	53	22	3	61	219
ENSG00000223878	3	3	24	30	25	25	8	7	11	3	5	38
ENSG00000266538	0	0	1	2	3	5	3	2	1	0	2	6
ENSG00000241322	0	1	2	1	2	4	0	3	2	0	3	28
ENSG00000251537	0	2	1	2	2	2	0	2	4	0	0	4
ENSG00000252129	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223544	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221926	15	48	170	243	169	251	42	119	217	15	493	2214
ENSG00000266261	0	0	0	3	1	0	0	0	0	0	2	0
ENSG00000108452	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000187607	22	10	124	96	137	161	31	50	105	9	329	648
ENSG00000255104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233966	0	1	1	2	4	9	3	5	2	0	13	5
ENSG00000214946	1	1	4	5	1	1	0	0	7	0	8	12
ENSG00000233002	0	0	1	1	0	0	0	0	0	0	1	5
ENSG00000267227	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233193	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227255	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235430	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251829	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227018	0	0	0	0	0	0	0	1	0	1	2	0
ENSG00000179277	28	23	124	141	59	141	39	74	94	27	460	253
ENSG00000265519	11	18	46	74	29	91	17	34	54	0	206	188
ENSG00000276855	14	6	108	117	87	140	16	31	51	11	283	310
ENSG00000233090	0	0	1	3	4	1	0	1	1	0	2	1
ENSG00000237057	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000227790	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000170425	13	16	101	112	75	102	24	24	64	19	305	469
ENSG00000214941	57	51	358	399	387	385	134	207	221	28	829	1163
ENSG00000011295	242	224	1389	1304	1347	1436	465	804	1199	161	4623	4158
ENSG00000275413	0	0	12	16	14	5	6	0	9	0	6	44
ENSG00000141027	895	648	3934	3863	2842	4019	1672	2280	2874	815	8975	7360
ENSG00000227782	1	1	36	35	22	33	12	11	32	0	20	43
ENSG00000243686	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233979	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000252383	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199674	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239221	0	0	0	0	0	1	0	2	0	0	0	3
ENSG00000108474	53	29	349	320	251	272	94	161	398	54	777	858
ENSG00000221355	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166582	52	42	254	244	178	140	68	88	204	34	588	338
ENSG00000170315	956	852	3476	3547	3746	3468	1676	2314	3287	547	12775	8419
ENSG00000265401	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265095	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000264739	0	0	1	0	0	5	0	0	3	0	0	0
ENSG00000187688	22	21	94	115	104	115	36	37	62	8	218	18
ENSG00000239203	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000175061	1189	1072	3513	3126	3880	2734	1138	1908	2458	372	10710	8951
ENSG00000277108	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277370	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266651	3	1	7	3	3	5	1	5	6	0	10	18
ENSG00000277512	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181350	30	57	117	168	192	178	98	166	146	22	313	265
ENSG00000141040	26	21	201	175	123	159	76	101	135	12	450	169
ENSG00000266803	0	0	0	0	2	1	1	0	0	0	1	1
ENSG00000235554	2	1	6	3	2	4	3	7	3	1	11	4
ENSG00000197566	15	10	129	108	64	119	21	48	98	13	359	261
ENSG00000264765	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264359	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000231458	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000170160	13	11	10	8	25	123	0	1	0	0	8	167
ENSG00000266302	4	1	4	1	8	27	0	0	0	0	0	55
ENSG00000252446	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276088	0	0	0	0	0	1	0	0	0	0	0	3
ENSG00000226478	1	0	1	1	3	7	1	2	1	0	5	1
ENSG00000188933	4	6	5	5	29	41	0	0	5	0	1	162
ENSG00000266129	0	0	1	0	0	2	0	0	0	0	0	5
ENSG00000272815	0	0	1	3	1	0	0	0	1	0	0	0
ENSG00000264673	0	0	0	0	1	1	0	0	0	0	1	0
ENSG00000266486	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264729	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264892	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226145	0	0	0	0	1	1	0	0	2	0	0	6
ENSG00000227300	0	0	1	1	3	0	0	0	2	0	1	9
ENSG00000131885	0	0	2	1	0	0	0	0	0	0	1	0
ENSG00000205312	0	0	1	0	1	0	0	0	1	0	3	0
ENSG00000229749	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000283033	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000265853	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128438	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240505	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000230709	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000230969	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260328	0	0	0	1	0	2	0	0	0	0	0	0
ENSG00000133030	848	798	4467	4726	3302	4115	1716	2061	4169	604	9911	14659
ENSG00000225442	0	0	2	2	2	3	1	1	2	0	4	5
ENSG00000263624	0	0	1	2	2	0	2	1	3	0	2	4
ENSG00000206859	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000243370	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000278864	22	18	112	142	77	97	41	46	169	12	202	289
ENSG00000179598	14	12	82	78	110	60	52	93	73	3	199	169
ENSG00000264187	3	0	4	6	9	3	4	2	6	0	13	13
ENSG00000154803	291	328	1255	1349	2701	1659	767	985	1036	113	2641	4612
ENSG00000266498	0	2	2	7	4	9	2	2	3	0	2	11
ENSG00000226359	0	0	3	2	1	6	0	0	3	0	2	6
ENSG00000141030	193	206	875	816	923	1119	348	677	589	107	2256	1839
ENSG00000205309	9	8	68	71	61	34	48	41	54	4	161	39
ENSG00000215030	457	462	548	627	663	131	12	31	36	8	3239	77
ENSG00000227158	0	0	2	2	1	1	3	3	0	0	1	0
ENSG00000230865	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000201741	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141026	135	108	493	500	614	508	173	284	440	69	1497	1129
ENSG00000108551	806	1112	1788	2733	3769	3524	746	2046	1416	222	4536	7499
ENSG00000133027	276	435	1042	1156	2247	1563	868	1863	1045	75	2510	738
ENSG00000265511	38	31	67	69	159	109	77	107	78	10	134	82
ENSG00000206730	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264666	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000279200	0	0	1	0	0	8	0	0	2	0	1	2
ENSG00000223979	0	0	0	1	0	1	0	1	2	0	2	2
ENSG00000273948	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274836	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108557	672	549	2640	2879	2777	3125	1189	2020	2277	305	6320	2549
ENSG00000237328	0	0	1	4	2	0	1	0	1	0	1	0
ENSG00000226746	0	4	7	9	4	6	1	1	4	0	2	0
ENSG00000264167	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000072310	1113	1275	3708	4399	6303	5080	3370	4741	2840	289	7039	5947
ENSG00000274111	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207839	0	0	0	0	0	0	0	0	0	0	2	3
ENSG00000175662	392	425	2243	2667	2734	3126	1242	2214	1961	210	5537	3885
ENSG00000197815	1	6	32	42	42	49	22	30	26	0	39	56
ENSG00000171962	40	29	225	268	192	169	111	95	207	14	244	380
ENSG00000171953	62	66	269	264	311	313	127	198	206	26	628	331
ENSG00000230273	0	0	0	0	0	1	2	0	0	0	1	0
ENSG00000232344	3	3	7	14	7	17	6	11	8	0	13	18
ENSG00000280198	1	0	5	1	12	1	0	4	7	0	13	5
ENSG00000141034	108	80	482	445	443	402	119	181	370	67	1247	1457
ENSG00000108591	108	127	556	594	578	512	261	353	465	68	1347	1047
ENSG00000279428	0	0	2	1	5	3	0	1	0	0	1	7
ENSG00000091536	19	15	143	152	136	110	75	65	115	4	293	450
ENSG00000266677	1	0	2	2	6	4	4	2	9	0	6	21
ENSG00000091542	524	505	2349	2497	3051	3863	1125	2020	1894	309	8212	8094
ENSG00000131899	186	215	1026	1088	1182	880	535	985	923	99	3403	1656
ENSG00000177731	1426	1588	4680	5771	4262	5333	1709	3573	4532	918	13985	16887
ENSG00000177427	59	68	403	383	308	308	109	207	363	29	1529	1087
ENSG00000260647	0	0	7	9	5	4	2	6	9	0	8	18
ENSG00000177302	103	131	507	541	567	644	268	397	418	129	1648	1505
ENSG00000228000	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000237382	0	1	0	0	1	0	0	0	1	0	0	0
ENSG00000176994	330	283	1615	1502	1520	1753	716	1019	1266	227	3994	3448
ENSG00000176974	69	26	295	238	152	115	44	32	264	33	994	411
ENSG00000283772	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214860	0	1	0	0	0	1	0	0	0	0	0	3
ENSG00000264177	0	0	0	2	1	0	0	0	0	0	0	0
ENSG00000267441	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275206	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204471	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000220161	1	2	0	1	12	16	3	1	3	0	3	0
ENSG00000205266	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000266162	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279999	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186831	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000214856	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229526	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227919	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267492	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230662	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000171916	1	0	0	7	2	3	0	1	7	0	37	15
ENSG00000167494	0	0	1	0	0	0	1	0	1	0	0	0
ENSG00000273018	0	0	14	17	1	12	26	30	10	6	129	111
ENSG00000233327	0	0	2	2	1	0	3	2	3	0	6	1
