protein1 protein2 combined_score
9606.ENSP00000386023 9606.ENSP00000460348 999
9606.ENSP00000386023 9606.ENSP00000263694 998
9606.ENSP00000386023 9606.ENSP00000215793 936
9606.ENSP00000386023 9606.ENSP00000366557 999
9606.ENSP00000386023 9606.ENSP00000254193 999
9606.ENSP00000386023 9606.ENSP00000360497 982
9606.ENSP00000386023 9606.ENSP00000393388 999
9606.ENSP00000386023 9606.ENSP00000356541 994
9606.ENSP00000386023 9606.ENSP00000370460 987
9606.ENSP00000386023 9606.ENSP00000265107 946
9606.ENSP00000386023 9606.ENSP00000339090 934
9606.ENSP00000386023 9606.ENSP00000424417 999
9606.ENSP00000386023 9606.ENSP00000297151 996
9606.ENSP00000386023 9606.ENSP00000478070 996
9606.ENSP00000386023 9606.ENSP00000365625 977
9606.ENSP00000386023 9606.ENSP00000271628 932
9606.ENSP00000386023 9606.ENSP00000227524 999
9606.ENSP00000386023 9606.ENSP00000300413 999
9606.ENSP00000386023 9606.ENSP00000342374 999
9606.ENSP00000386023 9606.ENSP00000357928 999
9606.ENSP00000386023 9606.ENSP00000392094 999
9606.ENSP00000386023 9606.ENSP00000362110 984
9606.ENSP00000386023 9606.ENSP00000335321 956
9606.ENSP00000386023 9606.ENSP00000273541 996
9606.ENSP00000386023 9606.ENSP00000384421 972
9606.ENSP00000386023 9606.ENSP00000351492 904
9606.ENSP00000386023 9606.ENSP00000355050 965
9606.ENSP00000386023 9606.ENSP00000301740 998
9606.ENSP00000386023 9606.ENSP00000260210 981
9606.ENSP00000386023 9606.ENSP00000336741 993
9606.ENSP00000386023 9606.ENSP00000318861 994
9606.ENSP00000386023 9606.ENSP00000216252 995
9606.ENSP00000386023 9606.ENSP00000451129 999
9606.ENSP00000386023 9606.ENSP00000494831 980
9606.ENSP00000386023 9606.ENSP00000305790 937
9606.ENSP00000386023 9606.ENSP00000257181 923
9606.ENSP00000386023 9606.ENSP00000296215 934
9606.ENSP00000386023 9606.ENSP00000266735 999
9606.ENSP00000386023 9606.ENSP00000317123 995
9606.ENSP00000386023 9606.ENSP00000302160 902
9606.ENSP00000386023 9606.ENSP00000358554 998
9606.ENSP00000386023 9606.ENSP00000236273 999
9606.ENSP00000386023 9606.ENSP00000246071 997
9606.ENSP00000386023 9606.ENSP00000156471 998
9606.ENSP00000386023 9606.ENSP00000268482 995
9606.ENSP00000386023 9606.ENSP00000262415 997
9606.ENSP00000386023 9606.ENSP00000361918 997
9606.ENSP00000386023 9606.ENSP00000363822 912
9606.ENSP00000386023 9606.ENSP00000296702 902
9606.ENSP00000386023 9606.ENSP00000351137 999
9606.ENSP00000386023 9606.ENSP00000282251 970
9606.ENSP00000386023 9606.ENSP00000215829 999
9606.ENSP00000386023 9606.ENSP00000400591 999
9606.ENSP00000386023 9606.ENSP00000412566 993
9606.ENSP00000386023 9606.ENSP00000262962 996
9606.ENSP00000386023 9606.ENSP00000411822 983
9606.ENSP00000386023 9606.ENSP00000362803 998
9606.ENSP00000386023 9606.ENSP00000199814 999
9606.ENSP00000386023 9606.ENSP00000360532 999
9606.ENSP00000386023 9606.ENSP00000475615 999
9606.ENSP00000386029 9606.ENSP00000481321 912
9606.ENSP00000386029 9606.ENSP00000412673 928
9606.ENSP00000386041 9606.ENSP00000325239 906
9606.ENSP00000386041 9606.ENSP00000442795 989
9606.ENSP00000386041 9606.ENSP00000228841 993
9606.ENSP00000386041 9606.ENSP00000467141 926
9606.ENSP00000386041 9606.ENSP00000464317 900
9606.ENSP00000386041 9606.ENSP00000493594 913
9606.ENSP00000386041 9606.ENSP00000226207 915
9606.ENSP00000386041 9606.ENSP00000499593 963
9606.ENSP00000386041 9606.ENSP00000383023 938
9606.ENSP00000386041 9606.ENSP00000347055 971
9606.ENSP00000386041 9606.ENSP00000341838 947
9606.ENSP00000386041 9606.ENSP00000351022 949
9606.ENSP00000386041 9606.ENSP00000404570 912
9606.ENSP00000386041 9606.ENSP00000216181 913
9606.ENSP00000386041 9606.ENSP00000307280 957
9606.ENSP00000386041 9606.ENSP00000355537 973
9606.ENSP00000386041 9606.ENSP00000290378 989
9606.ENSP00000386041 9606.ENSP00000384330 907
9606.ENSP00000386041 9606.ENSP00000499406 994
9606.ENSP00000386041 9606.ENSP00000354488 969
9606.ENSP00000386041 9606.ENSP00000353590 914
9606.ENSP00000386041 9606.ENSP00000380367 946
9606.ENSP00000386041 9606.ENSP00000309913 912
9606.ENSP00000386041 9606.ENSP00000347507 997
9606.ENSP00000386043 9606.ENSP00000355896 978
9606.ENSP00000386043 9606.ENSP00000325527 989
9606.ENSP00000386043 9606.ENSP00000346478 956
9606.ENSP00000386043 9606.ENSP00000346839 949
9606.ENSP00000386043 9606.ENSP00000221930 999
9606.ENSP00000386043 9606.ENSP00000260356 967
9606.ENSP00000386043 9606.ENSP00000238682 984
9606.ENSP00000386049 9606.ENSP00000383920 903
9606.ENSP00000386069 9606.ENSP00000078429 914
9606.ENSP00000386069 9606.ENSP00000286548 953
9606.ENSP00000386069 9606.ENSP00000275364 912
9606.ENSP00000386069 9606.ENSP00000400717 912
9606.ENSP00000386096 9606.ENSP00000248933 931
9606.ENSP00000386096 9606.ENSP00000494550 916
9606.ENSP00000386096 9606.ENSP00000496954 913
9606.ENSP00000386096 9606.ENSP00000348349 910
9606.ENSP00000386096 9606.ENSP00000358994 909
9606.ENSP00000386104 9606.ENSP00000384092 965
9606.ENSP00000386104 9606.ENSP00000380432 943
9606.ENSP00000386134 9606.ENSP00000230050 934
9606.ENSP00000386134 9606.ENSP00000367806 971
9606.ENSP00000386134 9606.ENSP00000230340 998
9606.ENSP00000386134 9606.ENSP00000460871 963
9606.ENSP00000386134 9606.ENSP00000393241 977
9606.ENSP00000386134 9606.ENSP00000363746 999
9606.ENSP00000386134 9606.ENSP00000229214 999
9606.ENSP00000386134 9606.ENSP00000473383 929
9606.ENSP00000386134 9606.ENSP00000428619 978
9606.ENSP00000386134 9606.ENSP00000308332 943
9606.ENSP00000386134 9606.ENSP00000350698 987
9606.ENSP00000386134 9606.ENSP00000328854 999
9606.ENSP00000386134 9606.ENSP00000264279 997
9606.ENSP00000386134 9606.ENSP00000202816 921
9606.ENSP00000386134 9606.ENSP00000377944 996
9606.ENSP00000386134 9606.ENSP00000386227 912
9606.ENSP00000386134 9606.ENSP00000414321 983
9606.ENSP00000386134 9606.ENSP00000477715 961
9606.ENSP00000386134 9606.ENSP00000332340 908
9606.ENSP00000386134 9606.ENSP00000425561 998
9606.ENSP00000386134 9606.ENSP00000326981 998
9606.ENSP00000386134 9606.ENSP00000379888 981
9606.ENSP00000386134 9606.ENSP00000260563 914
9606.ENSP00000386134 9606.ENSP00000296792 990
9606.ENSP00000386134 9606.ENSP00000314193 989
9606.ENSP00000386134 9606.ENSP00000369757 991
9606.ENSP00000386134 9606.ENSP00000327179 999
9606.ENSP00000386134 9606.ENSP00000355541 998
9606.ENSP00000386134 9606.ENSP00000221801 988
9606.ENSP00000386134 9606.ENSP00000261708 999
9606.ENSP00000386134 9606.ENSP00000362744 922
9606.ENSP00000386134 9606.ENSP00000495273 988
9606.ENSP00000386134 9606.ENSP00000263657 963
9606.ENSP00000386134 9606.ENSP00000472985 979
9606.ENSP00000386134 9606.ENSP00000370589 994
9606.ENSP00000386134 9606.ENSP00000472469 972
9606.ENSP00000386134 9606.ENSP00000297579 998
9606.ENSP00000386134 9606.ENSP00000274849 941
9606.ENSP00000386134 9606.ENSP00000259239 998
9606.ENSP00000386134 9606.ENSP00000257829 997
9606.ENSP00000386134 9606.ENSP00000314348 902
9606.ENSP00000386134 9606.ENSP00000497641 985
9606.ENSP00000386134 9606.ENSP00000405068 994
9606.ENSP00000386134 9606.ENSP00000470560 996
9606.ENSP00000386134 9606.ENSP00000344393 997
9606.ENSP00000386134 9606.ENSP00000225298 999
9606.ENSP00000386134 9606.ENSP00000419005 991
9606.ENSP00000386134 9606.ENSP00000477848 999
9606.ENSP00000386134 9606.ENSP00000308179 997
9606.ENSP00000386134 9606.ENSP00000244230 998
9606.ENSP00000386134 9606.ENSP00000384302 998
9606.ENSP00000386134 9606.ENSP00000297990 994
9606.ENSP00000386134 9606.ENSP00000371101 999
9606.ENSP00000386134 9606.ENSP00000270625 971
9606.ENSP00000386134 9606.ENSP00000482107 976
9606.ENSP00000386134 9606.ENSP00000261637 995
9606.ENSP00000386134 9606.ENSP00000435777 986
9606.ENSP00000386134 9606.ENSP00000346050 976
9606.ENSP00000386134 9606.ENSP00000362105 999
9606.ENSP00000386134 9606.ENSP00000358812 988
9606.ENSP00000386134 9606.ENSP00000363642 998
9606.ENSP00000386134 9606.ENSP00000411010 997
9606.ENSP00000386134 9606.ENSP00000423067 999
9606.ENSP00000386134 9606.ENSP00000454836 996
9606.ENSP00000386134 9606.ENSP00000275820 985
9606.ENSP00000386134 9606.ENSP00000375632 987
9606.ENSP00000386134 9606.ENSP00000232888 998
9606.ENSP00000386134 9606.ENSP00000296674 972
9606.ENSP00000386134 9606.ENSP00000254803 999
9606.ENSP00000386134 9606.ENSP00000291576 995
9606.ENSP00000386134 9606.ENSP00000385958 970
9606.ENSP00000386134 9606.ENSP00000383949 992
9606.ENSP00000386134 9606.ENSP00000321449 995
9606.ENSP00000386134 9606.ENSP00000371169 998
9606.ENSP00000386134 9606.ENSP00000318646 930
9606.ENSP00000386135 9606.ENSP00000301838 916
9606.ENSP00000386135 9606.ENSP00000499797 929
9606.ENSP00000386135 9606.ENSP00000263025 980
9606.ENSP00000386135 9606.ENSP00000484390 903
9606.ENSP00000386135 9606.ENSP00000442973 936
9606.ENSP00000386135 9606.ENSP00000291295 994
9606.ENSP00000386135 9606.ENSP00000215832 956
9606.ENSP00000386135 9606.ENSP00000334329 923
9606.ENSP00000386135 9606.ENSP00000369689 920
9606.ENSP00000386135 9606.ENSP00000304643 901
9606.ENSP00000386135 9606.ENSP00000315299 920
9606.ENSP00000386135 9606.ENSP00000355231 987
9606.ENSP00000386135 9606.ENSP00000209884 949
9606.ENSP00000386135 9606.ENSP00000419081 901
9606.ENSP00000386135 9606.ENSP00000499717 972
9606.ENSP00000386135 9606.ENSP00000488361 919
9606.ENSP00000386156 9606.ENSP00000497641 982
9606.ENSP00000386156 9606.ENSP00000360525 999
9606.ENSP00000386156 9606.ENSP00000463058 999
9606.ENSP00000386156 9606.ENSP00000264645 951
9606.ENSP00000386156 9606.ENSP00000319240 999
9606.ENSP00000386156 9606.ENSP00000470142 953
9606.ENSP00000386156 9606.ENSP00000276201 981
9606.ENSP00000386156 9606.ENSP00000221922 900
9606.ENSP00000386156 9606.ENSP00000348708 951
9606.ENSP00000386165 9606.ENSP00000305422 994
9606.ENSP00000386165 9606.ENSP00000436864 908
9606.ENSP00000386165 9606.ENSP00000287820 925
9606.ENSP00000386165 9606.ENSP00000290583 900
9606.ENSP00000386165 9606.ENSP00000366915 950
9606.ENSP00000386170 9606.ENSP00000327758 992
9606.ENSP00000386170 9606.ENSP00000435712 991
9606.ENSP00000386181 9606.ENSP00000393541 999
9606.ENSP00000386181 9606.ENSP00000320359 997
9606.ENSP00000386181 9606.ENSP00000362121 999
9606.ENSP00000386181 9606.ENSP00000260570 989
9606.ENSP00000386181 9606.ENSP00000362424 997
9606.ENSP00000386181 9606.ENSP00000264538 995
9606.ENSP00000386181 9606.ENSP00000419279 997
9606.ENSP00000386181 9606.ENSP00000404122 998
9606.ENSP00000386181 9606.ENSP00000264020 999
9606.ENSP00000386181 9606.ENSP00000344392 991
9606.ENSP00000386181 9606.ENSP00000194214 996
9606.ENSP00000386181 9606.ENSP00000242591 998
9606.ENSP00000386181 9606.ENSP00000312778 996
9606.ENSP00000386181 9606.ENSP00000347915 959
9606.ENSP00000386181 9606.ENSP00000323580 999
9606.ENSP00000386181 9606.ENSP00000464443 969
9606.ENSP00000386200 9606.ENSP00000497585 905
9606.ENSP00000386200 9606.ENSP00000362151 952
9606.ENSP00000386200 9606.ENSP00000290921 934
9606.ENSP00000386200 9606.ENSP00000354778 977
9606.ENSP00000386200 9606.ENSP00000379330 918
9606.ENSP00000386212 9606.ENSP00000351314 993
9606.ENSP00000386212 9606.ENSP00000357876 904
9606.ENSP00000386212 9606.ENSP00000359910 932
9606.ENSP00000386212 9606.ENSP00000290541 953
9606.ENSP00000386212 9606.ENSP00000271308 952
9606.ENSP00000386212 9606.ENSP00000311121 966
9606.ENSP00000386212 9606.ENSP00000262193 905
9606.ENSP00000386212 9606.ENSP00000483688 919
9606.ENSP00000386212 9606.ENSP00000216455 931
9606.ENSP00000386212 9606.ENSP00000363993 991
9606.ENSP00000386212 9606.ENSP00000362334 905
9606.ENSP00000386213 9606.ENSP00000339115 962
9606.ENSP00000386213 9606.ENSP00000354623 902
9606.ENSP00000386213 9606.ENSP00000496593 985
9606.ENSP00000386226 9606.ENSP00000317992 900
9606.ENSP00000386226 9606.ENSP00000258772 947
9606.ENSP00000386226 9606.ENSP00000402338 968
9606.ENSP00000386226 9606.ENSP00000234170 959
9606.ENSP00000386226 9606.ENSP00000432119 924
9606.ENSP00000386226 9606.ENSP00000396673 976
9606.ENSP00000386226 9606.ENSP00000481495 921
9606.ENSP00000386226 9606.ENSP00000338862 956
9606.ENSP00000386226 9606.ENSP00000223073 975
9606.ENSP00000386226 9606.ENSP00000353246 916
9606.ENSP00000386226 9606.ENSP00000285814 915
9606.ENSP00000386226 9606.ENSP00000323858 920
9606.ENSP00000386226 9606.ENSP00000407323 929
9606.ENSP00000386226 9606.ENSP00000483495 958
9606.ENSP00000386226 9606.ENSP00000479504 907
9606.ENSP00000386227 9606.ENSP00000259239 920
9606.ENSP00000386227 9606.ENSP00000343657 906
9606.ENSP00000386227 9606.ENSP00000423067 916
9606.ENSP00000386227 9606.ENSP00000230340 931
9606.ENSP00000386227 9606.ENSP00000386134 912
9606.ENSP00000386227 9606.ENSP00000265594 917
9606.ENSP00000386227 9606.ENSP00000328854 912
9606.ENSP00000386227 9606.ENSP00000327179 913
9606.ENSP00000386227 9606.ENSP00000261708 921
9606.ENSP00000386229 9606.ENSP00000250559 902
9606.ENSP00000386229 9606.ENSP00000349252 909
9606.ENSP00000386229 9606.ENSP00000358867 947
9606.ENSP00000386229 9606.ENSP00000379350 901
9606.ENSP00000386229 9606.ENSP00000497260 996
9606.ENSP00000386229 9606.ENSP00000496959 907
9606.ENSP00000386229 9606.ENSP00000380948 941
9606.ENSP00000386229 9606.ENSP00000358723 963
9606.ENSP00000386239 9606.ENSP00000484789 903
9606.ENSP00000386239 9606.ENSP00000355780 909
9606.ENSP00000386239 9606.ENSP00000265056 964
9606.ENSP00000386239 9606.ENSP00000489236 903
9606.ENSP00000386239 9606.ENSP00000254810 926
9606.ENSP00000386239 9606.ENSP00000347168 903
9606.ENSP00000386239 9606.ENSP00000366974 923
9606.ENSP00000386239 9606.ENSP00000244537 986
9606.ENSP00000386239 9606.ENSP00000481486 920
9606.ENSP00000386239 9606.ENSP00000443017 903
9606.ENSP00000386239 9606.ENSP00000263382 929
9606.ENSP00000386239 9606.ENSP00000462667 903
9606.ENSP00000386239 9606.ENSP00000479461 903
9606.ENSP00000386239 9606.ENSP00000367034 922
9606.ENSP00000386239 9606.ENSP00000462355 903
9606.ENSP00000386239 9606.ENSP00000479794 915
9606.ENSP00000386239 9606.ENSP00000480960 924
9606.ENSP00000386239 9606.ENSP00000275053 999
9606.ENSP00000386239 9606.ENSP00000479106 903
9606.ENSP00000386264 9606.ENSP00000313169 909
9606.ENSP00000386264 9606.ENSP00000389998 943
9606.ENSP00000386264 9606.ENSP00000258173 925
9606.ENSP00000386284 9606.ENSP00000497236 985
9606.ENSP00000386284 9606.ENSP00000378416 991
9606.ENSP00000386284 9606.ENSP00000356978 906
9606.ENSP00000386284 9606.ENSP00000498358 917
9606.ENSP00000386284 9606.ENSP00000497326 978
9606.ENSP00000386284 9606.ENSP00000357787 997
9606.ENSP00000386284 9606.ENSP00000498786 999
9606.ENSP00000386284 9606.ENSP00000246337 985
9606.ENSP00000386289 9606.ENSP00000290246 938
9606.ENSP00000386289 9606.ENSP00000498602 907
9606.ENSP00000386289 9606.ENSP00000284981 917
9606.ENSP00000386289 9606.ENSP00000485033 927
9606.ENSP00000386289 9606.ENSP00000296266 990
9606.ENSP00000386306 9606.ENSP00000283254 939
9606.ENSP00000386306 9606.ENSP00000329926 929
9606.ENSP00000386306 9606.ENSP00000278947 995
9606.ENSP00000386306 9606.ENSP00000396915 998
9606.ENSP00000386306 9606.ENSP00000490107 943
9606.ENSP00000386331 9606.ENSP00000005226 999
9606.ENSP00000386331 9606.ENSP00000305941 938
9606.ENSP00000386331 9606.ENSP00000384582 944
9606.ENSP00000386331 9606.ENSP00000363068 996
9606.ENSP00000386331 9606.ENSP00000354623 983
9606.ENSP00000386331 9606.ENSP00000410083 935
9606.ENSP00000386331 9606.ENSP00000329158 951
9606.ENSP00000386331 9606.ENSP00000301972 978
9606.ENSP00000386331 9606.ENSP00000496414 912
9606.ENSP00000386331 9606.ENSP00000224721 998
9606.ENSP00000386331 9606.ENSP00000480279 999
9606.ENSP00000386378 9606.ENSP00000357152 936
9606.ENSP00000386378 9606.ENSP00000289429 975
9606.ENSP00000386378 9606.ENSP00000357149 956
9606.ENSP00000386378 9606.ENSP00000501245 907
9606.ENSP00000386378 9606.ENSP00000266041 927
9606.ENSP00000386378 9606.ENSP00000357150 940
9606.ENSP00000386380 9606.ENSP00000263341 999
9606.ENSP00000386380 9606.ENSP00000398698 996
9606.ENSP00000386380 9606.ENSP00000433623 999
9606.ENSP00000386380 9606.ENSP00000263339 999
9606.ENSP00000386380 9606.ENSP00000280357 965
9606.ENSP00000386380 9606.ENSP00000479889 996
9606.ENSP00000386380 9606.ENSP00000358997 999
9606.ENSP00000386380 9606.ENSP00000330959 997
9606.ENSP00000386380 9606.ENSP00000314733 971
9606.ENSP00000386380 9606.ENSP00000385675 997
9606.ENSP00000386380 9606.ENSP00000233954 938
9606.ENSP00000386380 9606.ENSP00000264257 966
9606.ENSP00000386380 9606.ENSP00000314807 999
9606.ENSP00000386380 9606.ENSP00000412237 917
9606.ENSP00000386380 9606.ENSP00000162749 921
9606.ENSP00000386380 9606.ENSP00000256458 966
9606.ENSP00000386380 9606.ENSP00000376445 986
9606.ENSP00000386380 9606.ENSP00000370842 990
9606.ENSP00000386380 9606.ENSP00000259206 999
9606.ENSP00000386380 9606.ENSP00000498321 999
9606.ENSP00000386380 9606.ENSP00000259212 924
9606.ENSP00000386380 9606.ENSP00000363089 944
9606.ENSP00000386414 9606.ENSP00000282516 932
9606.ENSP00000386414 9606.ENSP00000218089 978
9606.ENSP00000386414 9606.ENSP00000354720 998
9606.ENSP00000386414 9606.ENSP00000482546 974
9606.ENSP00000386414 9606.ENSP00000303427 902
9606.ENSP00000386414 9606.ENSP00000350036 999
9606.ENSP00000386414 9606.ENSP00000372689 965
9606.ENSP00000386414 9606.ENSP00000477973 999
9606.ENSP00000386414 9606.ENSP00000323421 996
9606.ENSP00000386419 9606.ENSP00000371308 900
9606.ENSP00000386419 9606.ENSP00000262891 900
9606.ENSP00000386419 9606.ENSP00000359398 900
9606.ENSP00000386419 9606.ENSP00000248846 991
9606.ENSP00000386419 9606.ENSP00000260383 996
9606.ENSP00000386419 9606.ENSP00000367049 999
9606.ENSP00000386419 9606.ENSP00000356785 963
9606.ENSP00000386419 9606.ENSP00000480316 993
9606.ENSP00000386419 9606.ENSP00000261965 972
9606.ENSP00000386419 9606.ENSP00000451211 999
9606.ENSP00000386419 9606.ENSP00000418960 900
9606.ENSP00000386419 9606.ENSP00000251413 991
9606.ENSP00000386419 9606.ENSP00000446093 976
9606.ENSP00000386439 9606.ENSP00000470152 987
9606.ENSP00000386439 9606.ENSP00000363071 935
9606.ENSP00000386443 9606.ENSP00000388996 909
9606.ENSP00000386443 9606.ENSP00000327694 955
9606.ENSP00000386443 9606.ENSP00000236192 908
9606.ENSP00000386443 9606.ENSP00000258301 922
9606.ENSP00000386443 9606.ENSP00000318821 934
9606.ENSP00000386443 9606.ENSP00000483185 968
9606.ENSP00000386443 9606.ENSP00000403362 988
9606.ENSP00000386444 9606.ENSP00000312262 911
9606.ENSP00000386444 9606.ENSP00000296271 999
9606.ENSP00000386444 9606.ENSP00000334876 987
9606.ENSP00000386444 9606.ENSP00000264952 957
9606.ENSP00000386444 9606.ENSP00000226193 923
9606.ENSP00000386444 9606.ENSP00000305372 985
9606.ENSP00000386452 9606.ENSP00000161863 965
9606.ENSP00000386456 9606.ENSP00000360798 960
9606.ENSP00000386456 9606.ENSP00000470176 954
9606.ENSP00000386456 9606.ENSP00000483185 958
9606.ENSP00000386456 9606.ENSP00000403362 979
9606.ENSP00000386456 9606.ENSP00000392065 971
9606.ENSP00000386458 9606.ENSP00000293872 975
9606.ENSP00000386458 9606.ENSP00000243563 928
9606.ENSP00000386458 9606.ENSP00000448073 906
9606.ENSP00000386458 9606.ENSP00000301740 918
9606.ENSP00000386458 9606.ENSP00000472998 978
9606.ENSP00000386458 9606.ENSP00000244520 915
9606.ENSP00000386458 9606.ENSP00000347184 989
9606.ENSP00000386458 9606.ENSP00000326261 927
9606.ENSP00000386458 9606.ENSP00000296702 946
9606.ENSP00000386458 9606.ENSP00000261973 998
9606.ENSP00000386458 9606.ENSP00000356520 918
9606.ENSP00000386458 9606.ENSP00000418563 927
9606.ENSP00000386458 9606.ENSP00000215793 963
9606.ENSP00000386458 9606.ENSP00000253363 962
9606.ENSP00000386458 9606.ENSP00000265872 935
9606.ENSP00000386458 9606.ENSP00000366604 981
9606.ENSP00000386488 9606.ENSP00000261520 983
9606.ENSP00000386488 9606.ENSP00000378578 907
9606.ENSP00000386488 9606.ENSP00000355013 911
9606.ENSP00000386488 9606.ENSP00000374280 903
9606.ENSP00000386488 9606.ENSP00000379267 900
9606.ENSP00000386488 9606.ENSP00000364578 913
9606.ENSP00000386488 9606.ENSP00000445757 900
9606.ENSP00000386488 9606.ENSP00000380054 902
9606.ENSP00000386488 9606.ENSP00000343515 906
9606.ENSP00000386488 9606.ENSP00000237853 913
9606.ENSP00000386488 9606.ENSP00000348089 903
9606.ENSP00000386488 9606.ENSP00000264157 902
9606.ENSP00000386488 9606.ENSP00000478121 900
9606.ENSP00000386488 9606.ENSP00000261900 900
9606.ENSP00000386488 9606.ENSP00000453801 901
9606.ENSP00000386488 9606.ENSP00000356405 913
9606.ENSP00000386488 9606.ENSP00000262306 900
9606.ENSP00000386488 9606.ENSP00000470252 912
9606.ENSP00000386488 9606.ENSP00000273668 900
9606.ENSP00000386488 9606.ENSP00000225504 900
9606.ENSP00000386488 9606.ENSP00000265343 922
9606.ENSP00000386488 9606.ENSP00000262809 977
9606.ENSP00000386488 9606.ENSP00000349543 900
9606.ENSP00000386488 9606.ENSP00000369695 905
9606.ENSP00000386488 9606.ENSP00000320346 918
9606.ENSP00000386488 9606.ENSP00000473290 901
9606.ENSP00000386488 9606.ENSP00000299601 903
9606.ENSP00000386488 9606.ENSP00000221265 906
9606.ENSP00000386488 9606.ENSP00000395574 901
9606.ENSP00000386488 9606.ENSP00000339495 918
9606.ENSP00000386488 9606.ENSP00000362361 907
9606.ENSP00000386488 9606.ENSP00000252674 905
9606.ENSP00000386488 9606.ENSP00000296564 987
9606.ENSP00000386498 9606.ENSP00000302548 996
9606.ENSP00000386520 9606.ENSP00000340373 925
9606.ENSP00000386531 9606.ENSP00000258052 994
9606.ENSP00000386531 9606.ENSP00000247225 933
9606.ENSP00000386531 9606.ENSP00000261304 930
9606.ENSP00000386531 9606.ENSP00000315137 929
9606.ENSP00000386531 9606.ENSP00000329697 919
9606.ENSP00000386531 9606.ENSP00000378176 959
9606.ENSP00000386531 9606.ENSP00000316476 952
9606.ENSP00000386531 9606.ENSP00000376453 952
9606.ENSP00000386531 9606.ENSP00000216264 946
9606.ENSP00000386531 9606.ENSP00000360296 922
9606.ENSP00000386531 9606.ENSP00000340409 969
9606.ENSP00000386531 9606.ENSP00000307126 951
9606.ENSP00000386531 9606.ENSP00000311648 935
9606.ENSP00000386531 9606.ENSP00000251363 946
9606.ENSP00000386531 9606.ENSP00000332656 959
9606.ENSP00000386531 9606.ENSP00000271688 952
9606.ENSP00000386531 9606.ENSP00000354829 968
9606.ENSP00000386531 9606.ENSP00000363397 948
9606.ENSP00000386531 9606.ENSP00000314508 921
9606.ENSP00000386531 9606.ENSP00000367343 939
9606.ENSP00000386531 9606.ENSP00000219334 996
9606.ENSP00000386531 9606.ENSP00000325485 940
9606.ENSP00000386531 9606.ENSP00000284382 939
9606.ENSP00000386538 9606.ENSP00000229340 941
9606.ENSP00000386541 9606.ENSP00000357876 999
9606.ENSP00000386541 9606.ENSP00000359910 998
9606.ENSP00000386541 9606.ENSP00000391211 999
9606.ENSP00000386541 9606.ENSP00000264639 999
9606.ENSP00000386541 9606.ENSP00000261601 999
9606.ENSP00000386541 9606.ENSP00000223321 999
9606.ENSP00000386541 9606.ENSP00000217515 986
9606.ENSP00000386541 9606.ENSP00000478771 990
9606.ENSP00000386541 9606.ENSP00000351314 963
9606.ENSP00000386541 9606.ENSP00000440485 980
9606.ENSP00000386541 9606.ENSP00000388107 972
9606.ENSP00000386541 9606.ENSP00000261712 999
9606.ENSP00000386541 9606.ENSP00000384211 940
9606.ENSP00000386541 9606.ENSP00000481029 999
9606.ENSP00000386541 9606.ENSP00000157812 999
9606.ENSP00000386541 9606.ENSP00000310572 999
9606.ENSP00000386541 9606.ENSP00000478877 999
9606.ENSP00000386541 9606.ENSP00000259335 976
9606.ENSP00000386541 9606.ENSP00000293362 958
9606.ENSP00000386541 9606.ENSP00000351777 906
9606.ENSP00000386541 9606.ENSP00000270586 999
9606.ENSP00000386541 9606.ENSP00000372155 940
9606.ENSP00000386541 9606.ENSP00000357292 997
9606.ENSP00000386541 9606.ENSP00000414359 999
9606.ENSP00000386541 9606.ENSP00000350708 951
9606.ENSP00000386541 9606.ENSP00000356421 999
9606.ENSP00000386541 9606.ENSP00000259457 999
9606.ENSP00000386541 9606.ENSP00000418695 999
9606.ENSP00000386541 9606.ENSP00000355325 998
9606.ENSP00000386541 9606.ENSP00000290541 999
9606.ENSP00000386541 9606.ENSP00000217958 996
9606.ENSP00000386541 9606.ENSP00000310129 999
9606.ENSP00000386541 9606.ENSP00000271308 999
9606.ENSP00000386541 9606.ENSP00000438071 970
9606.ENSP00000386541 9606.ENSP00000044462 999
9606.ENSP00000386541 9606.ENSP00000272317 987
9606.ENSP00000386541 9606.ENSP00000348442 999
9606.ENSP00000386541 9606.ENSP00000396937 999
9606.ENSP00000386541 9606.ENSP00000210313 999
9606.ENSP00000386541 9606.ENSP00000354558 994
9606.ENSP00000386541 9606.ENSP00000261479 999
9606.ENSP00000386541 9606.ENSP00000219313 999
9606.ENSP00000386541 9606.ENSP00000262193 999
9606.ENSP00000386541 9606.ENSP00000311121 969
9606.ENSP00000386541 9606.ENSP00000216455 999
9606.ENSP00000386541 9606.ENSP00000497594 930
9606.ENSP00000386541 9606.ENSP00000484998 999
9606.ENSP00000386541 9606.ENSP00000483688 999
9606.ENSP00000386541 9606.ENSP00000216802 929
9606.ENSP00000386541 9606.ENSP00000215071 999
9606.ENSP00000386541 9606.ENSP00000441543 997
9606.ENSP00000386541 9606.ENSP00000481021 997
9606.ENSP00000386541 9606.ENSP00000256383 999
9606.ENSP00000386541 9606.ENSP00000362334 999
9606.ENSP00000386541 9606.ENSP00000250495 957
9606.ENSP00000386541 9606.ENSP00000309474 999
9606.ENSP00000386541 9606.ENSP00000261303 999
9606.ENSP00000386541 9606.ENSP00000364016 970
9606.ENSP00000386541 9606.ENSP00000363993 985
9606.ENSP00000386543 9606.ENSP00000282412 967
9606.ENSP00000386543 9606.ENSP00000260649 972
