protein1 protein2 combined_score
9606.ENSP00000278927 9606.ENSP00000385477 970
9606.ENSP00000278927 9606.ENSP00000347379 989
9606.ENSP00000278935 9606.ENSP00000380911 997
9606.ENSP00000278935 9606.ENSP00000371472 901
9606.ENSP00000278935 9606.ENSP00000281142 997
9606.ENSP00000278935 9606.ENSP00000490726 990
9606.ENSP00000278935 9606.ENSP00000267890 993
9606.ENSP00000278935 9606.ENSP00000306105 979
9606.ENSP00000278947 9606.ENSP00000346534 935
9606.ENSP00000278947 9606.ENSP00000303540 980
9606.ENSP00000278947 9606.ENSP00000390600 932
9606.ENSP00000278947 9606.ENSP00000396320 923
9606.ENSP00000278947 9606.ENSP00000396915 999
9606.ENSP00000278947 9606.ENSP00000386306 995
9606.ENSP00000278947 9606.ENSP00000376523 995
9606.ENSP00000278947 9606.ENSP00000283254 997
9606.ENSP00000278947 9606.ENSP00000490107 996
9606.ENSP00000278947 9606.ENSP00000328968 974
9606.ENSP00000278980 9606.ENSP00000366032 954
9606.ENSP00000278980 9606.ENSP00000365401 948
9606.ENSP00000278980 9606.ENSP00000348054 955
9606.ENSP00000278980 9606.ENSP00000394331 938
9606.ENSP00000278980 9606.ENSP00000370984 954
9606.ENSP00000278980 9606.ENSP00000267935 951
9606.ENSP00000278980 9606.ENSP00000274458 976
9606.ENSP00000278980 9606.ENSP00000308236 966
9606.ENSP00000278980 9606.ENSP00000419475 967
9606.ENSP00000279022 9606.ENSP00000386857 974
9606.ENSP00000279022 9606.ENSP00000463559 960
9606.ENSP00000279022 9606.ENSP00000216181 990
9606.ENSP00000279022 9606.ENSP00000378769 974
9606.ENSP00000279022 9606.ENSP00000382697 953
9606.ENSP00000279022 9606.ENSP00000379616 986
9606.ENSP00000279022 9606.ENSP00000307280 964
9606.ENSP00000279022 9606.ENSP00000494750 945
9606.ENSP00000279022 9606.ENSP00000446955 986
9606.ENSP00000279022 9606.ENSP00000365162 988
9606.ENSP00000279022 9606.ENSP00000263433 989
9606.ENSP00000279022 9606.ENSP00000376678 929
9606.ENSP00000279022 9606.ENSP00000326031 921
9606.ENSP00000279022 9606.ENSP00000353590 996
9606.ENSP00000279022 9606.ENSP00000450385 976
9606.ENSP00000279022 9606.ENSP00000341779 939
9606.ENSP00000279022 9606.ENSP00000228841 909
9606.ENSP00000279022 9606.ENSP00000464359 961
9606.ENSP00000279022 9606.ENSP00000317985 951
9606.ENSP00000279022 9606.ENSP00000458162 940
9606.ENSP00000279022 9606.ENSP00000274643 925
9606.ENSP00000279022 9606.ENSP00000224784 970
9606.ENSP00000279022 9606.ENSP00000493594 946
9606.ENSP00000279022 9606.ENSP00000389168 982
9606.ENSP00000279022 9606.ENSP00000353452 989
9606.ENSP00000279022 9606.ENSP00000378288 961
9606.ENSP00000279028 9606.ENSP00000297581 934
9606.ENSP00000279036 9606.ENSP00000359848 999
9606.ENSP00000279036 9606.ENSP00000281382 932
9606.ENSP00000279036 9606.ENSP00000367880 984
9606.ENSP00000279036 9606.ENSP00000309430 999
9606.ENSP00000279036 9606.ENSP00000346809 971
9606.ENSP00000279036 9606.ENSP00000347206 999
9606.ENSP00000279036 9606.ENSP00000217446 999
9606.ENSP00000279068 9606.ENSP00000478754 989
9606.ENSP00000279068 9606.ENSP00000380659 980
9606.ENSP00000279146 9606.ENSP00000370521 905
9606.ENSP00000279146 9606.ENSP00000482075 959
9606.ENSP00000279146 9606.ENSP00000360609 999
9606.ENSP00000279146 9606.ENSP00000362680 929
9606.ENSP00000279146 9606.ENSP00000335153 998
9606.ENSP00000279146 9606.ENSP00000242057 999
9606.ENSP00000279147 9606.ENSP00000294312 910
9606.ENSP00000279147 9606.ENSP00000223273 948
9606.ENSP00000279147 9606.ENSP00000296577 913
9606.ENSP00000279168 9606.ENSP00000482232 972
9606.ENSP00000279168 9606.ENSP00000478993 999
9606.ENSP00000279168 9606.ENSP00000480405 987
9606.ENSP00000279227 9606.ENSP00000452786 992
9606.ENSP00000279227 9606.ENSP00000262407 963
9606.ENSP00000279227 9606.ENSP00000316029 940
9606.ENSP00000279227 9606.ENSP00000380948 960
9606.ENSP00000279227 9606.ENSP00000365411 955
9606.ENSP00000279227 9606.ENSP00000416387 928
9606.ENSP00000279227 9606.ENSP00000338864 907
9606.ENSP00000279242 9606.ENSP00000458770 940
9606.ENSP00000279242 9606.ENSP00000333837 993
9606.ENSP00000279242 9606.ENSP00000253686 988
9606.ENSP00000279242 9606.ENSP00000258455 993
9606.ENSP00000279242 9606.ENSP00000320567 902
9606.ENSP00000279242 9606.ENSP00000305682 982
9606.ENSP00000279242 9606.ENSP00000354580 975
9606.ENSP00000279242 9606.ENSP00000382250 988
9606.ENSP00000279242 9606.ENSP00000229238 971
9606.ENSP00000279242 9606.ENSP00000363999 985
9606.ENSP00000279242 9606.ENSP00000288937 996
9606.ENSP00000279242 9606.ENSP00000356001 948
9606.ENSP00000279242 9606.ENSP00000423399 996
9606.ENSP00000279242 9606.ENSP00000361206 977
9606.ENSP00000279242 9606.ENSP00000296102 994
9606.ENSP00000279242 9606.ENSP00000418008 947
9606.ENSP00000279242 9606.ENSP00000362036 994
9606.ENSP00000279242 9606.ENSP00000484903 960
9606.ENSP00000279242 9606.ENSP00000473980 974
9606.ENSP00000279242 9606.ENSP00000331849 977
9606.ENSP00000279242 9606.ENSP00000264995 993
9606.ENSP00000279242 9606.ENSP00000308897 993
9606.ENSP00000279242 9606.ENSP00000384952 995
9606.ENSP00000279242 9606.ENSP00000322439 913
9606.ENSP00000279242 9606.ENSP00000258383 996
9606.ENSP00000279242 9606.ENSP00000323065 985
9606.ENSP00000279242 9606.ENSP00000338389 966
9606.ENSP00000279242 9606.ENSP00000424328 976
9606.ENSP00000279242 9606.ENSP00000403614 911
9606.ENSP00000279242 9606.ENSP00000223324 992
9606.ENSP00000279242 9606.ENSP00000258105 900
9606.ENSP00000279242 9606.ENSP00000310726 946
9606.ENSP00000279242 9606.ENSP00000317376 990
9606.ENSP00000279242 9606.ENSP00000306902 998
9606.ENSP00000279242 9606.ENSP00000306548 996
9606.ENSP00000279242 9606.ENSP00000373404 992
9606.ENSP00000279242 9606.ENSP00000260102 997
9606.ENSP00000279242 9606.ENSP00000333401 996
9606.ENSP00000279242 9606.ENSP00000360498 997
9606.ENSP00000279242 9606.ENSP00000263629 929
9606.ENSP00000279242 9606.ENSP00000431040 994
9606.ENSP00000279242 9606.ENSP00000285848 919
9606.ENSP00000279242 9606.ENSP00000300151 993
9606.ENSP00000279242 9606.ENSP00000497004 953
9606.ENSP00000279242 9606.ENSP00000360850 975
9606.ENSP00000279242 9606.ENSP00000338057 991
9606.ENSP00000279242 9606.ENSP00000354525 940
9606.ENSP00000279242 9606.ENSP00000308275 984
9606.ENSP00000279242 9606.ENSP00000290208 993
9606.ENSP00000279242 9606.ENSP00000081029 991
9606.ENSP00000279242 9606.ENSP00000272418 993
9606.ENSP00000279242 9606.ENSP00000357320 996
9606.ENSP00000279242 9606.ENSP00000341082 986
9606.ENSP00000279242 9606.ENSP00000315017 939
9606.ENSP00000279242 9606.ENSP00000339844 997
9606.ENSP00000279242 9606.ENSP00000259873 920
9606.ENSP00000279242 9606.ENSP00000308717 941
9606.ENSP00000279242 9606.ENSP00000312311 996
9606.ENSP00000279242 9606.ENSP00000449884 947
9606.ENSP00000279242 9606.ENSP00000362208 993
9606.ENSP00000279242 9606.ENSP00000245539 993
9606.ENSP00000279242 9606.ENSP00000420714 991
9606.ENSP00000279242 9606.ENSP00000417602 998
9606.ENSP00000279242 9606.ENSP00000295491 970
9606.ENSP00000279242 9606.ENSP00000252602 993
9606.ENSP00000279242 9606.ENSP00000380466 996
9606.ENSP00000279242 9606.ENSP00000357823 954
9606.ENSP00000279242 9606.ENSP00000347277 952
9606.ENSP00000279242 9606.ENSP00000301585 914
9606.ENSP00000279242 9606.ENSP00000377486 997
9606.ENSP00000279242 9606.ENSP00000053468 992
9606.ENSP00000279242 9606.ENSP00000225969 998
9606.ENSP00000279249 9606.ENSP00000497733 966
9606.ENSP00000279249 9606.ENSP00000238738 967
9606.ENSP00000279249 9606.ENSP00000301200 976
9606.ENSP00000279263 9606.ENSP00000264027 974
9606.ENSP00000279263 9606.ENSP00000256319 914
9606.ENSP00000279263 9606.ENSP00000360316 976
9606.ENSP00000279263 9606.ENSP00000417052 991
9606.ENSP00000279263 9606.ENSP00000261507 987
9606.ENSP00000279263 9606.ENSP00000003100 996
9606.ENSP00000279263 9606.ENSP00000265896 969
9606.ENSP00000279263 9606.ENSP00000308548 904
9606.ENSP00000279263 9606.ENSP00000339883 906
9606.ENSP00000279263 9606.ENSP00000254521 946
9606.ENSP00000279281 9606.ENSP00000401435 999
9606.ENSP00000279281 9606.ENSP00000307666 999
9606.ENSP00000279281 9606.ENSP00000409952 999
9606.ENSP00000279281 9606.ENSP00000258301 992
9606.ENSP00000279281 9606.ENSP00000381652 938
9606.ENSP00000279281 9606.ENSP00000272322 999
9606.ENSP00000279387 9606.ENSP00000324804 984
9606.ENSP00000279387 9606.ENSP00000377936 929
9606.ENSP00000279387 9606.ENSP00000489770 985
9606.ENSP00000279387 9606.ENSP00000450864 999
9606.ENSP00000279387 9606.ENSP00000356807 988
9606.ENSP00000279387 9606.ENSP00000349124 999
9606.ENSP00000279387 9606.ENSP00000383402 999
9606.ENSP00000279387 9606.ENSP00000399970 900
9606.ENSP00000279387 9606.ENSP00000357622 918
9606.ENSP00000279387 9606.ENSP00000311344 970
9606.ENSP00000279387 9606.ENSP00000305924 982
9606.ENSP00000279387 9606.ENSP00000417963 941
9606.ENSP00000279387 9606.ENSP00000483228 999
9606.ENSP00000279387 9606.ENSP00000363661 988
9606.ENSP00000279387 9606.ENSP00000263102 917
9606.ENSP00000279387 9606.ENSP00000377036 974
9606.ENSP00000279441 9606.ENSP00000262768 981
9606.ENSP00000279441 9606.ENSP00000218388 988
9606.ENSP00000279441 9606.ENSP00000299855 973
9606.ENSP00000279488 9606.ENSP00000263025 985
9606.ENSP00000279488 9606.ENSP00000215832 996
9606.ENSP00000279575 9606.ENSP00000420826 999
9606.ENSP00000279575 9606.ENSP00000379682 916
9606.ENSP00000279575 9606.ENSP00000442626 999
9606.ENSP00000279575 9606.ENSP00000479168 924
9606.ENSP00000279804 9606.ENSP00000368265 979
9606.ENSP00000279804 9606.ENSP00000215781 930
9606.ENSP00000279804 9606.ENSP00000369786 910
9606.ENSP00000279804 9606.ENSP00000274276 950
9606.ENSP00000279804 9606.ENSP00000370698 980
9606.ENSP00000279804 9606.ENSP00000249075 924
9606.ENSP00000279804 9606.ENSP00000398368 998
9606.ENSP00000279873 9606.ENSP00000206513 917
9606.ENSP00000279873 9606.ENSP00000352185 976
9606.ENSP00000280020 9606.ENSP00000286744 999
9606.ENSP00000280020 9606.ENSP00000333539 999
9606.ENSP00000280020 9606.ENSP00000354504 999
9606.ENSP00000280020 9606.ENSP00000476948 999
9606.ENSP00000280097 9606.ENSP00000340684 948
9606.ENSP00000280097 9606.ENSP00000411613 990
9606.ENSP00000280097 9606.ENSP00000267845 966
9606.ENSP00000280097 9606.ENSP00000367309 947
9606.ENSP00000280098 9606.ENSP00000366886 905
9606.ENSP00000280098 9606.ENSP00000209884 916
9606.ENSP00000280098 9606.ENSP00000226225 903
9606.ENSP00000280098 9606.ENSP00000264414 999
9606.ENSP00000280098 9606.ENSP00000216225 947
9606.ENSP00000280098 9606.ENSP00000379258 951
9606.ENSP00000280098 9606.ENSP00000336800 906
9606.ENSP00000280098 9606.ENSP00000377245 911
9606.ENSP00000280098 9606.ENSP00000499185 905
9606.ENSP00000280098 9606.ENSP00000419803 905
9606.ENSP00000280098 9606.ENSP00000401878 914
9606.ENSP00000280098 9606.ENSP00000312814 907
9606.ENSP00000280098 9606.ENSP00000228682 952
9606.ENSP00000280098 9606.ENSP00000377001 966
9606.ENSP00000280098 9606.ENSP00000312397 911
9606.ENSP00000280098 9606.ENSP00000385096 905
9606.ENSP00000280098 9606.ENSP00000358918 940
9606.ENSP00000280098 9606.ENSP00000284669 906
9606.ENSP00000280098 9606.ENSP00000381693 900
9606.ENSP00000280098 9606.ENSP00000370671 903
9606.ENSP00000280098 9606.ENSP00000368797 921
9606.ENSP00000280098 9606.ENSP00000356230 910
9606.ENSP00000280098 9606.ENSP00000390436 949
9606.ENSP00000280098 9606.ENSP00000343273 907
9606.ENSP00000280098 9606.ENSP00000368799 909
9606.ENSP00000280098 9606.ENSP00000351933 906
9606.ENSP00000280098 9606.ENSP00000497351 905
9606.ENSP00000280098 9606.ENSP00000331682 906
9606.ENSP00000280098 9606.ENSP00000455785 900
9606.ENSP00000280098 9606.ENSP00000273963 913
9606.ENSP00000280098 9606.ENSP00000496779 901
9606.ENSP00000280154 9606.ENSP00000293831 999
9606.ENSP00000280154 9606.ENSP00000326381 999
9606.ENSP00000280154 9606.ENSP00000425979 918
9606.ENSP00000280154 9606.ENSP00000416255 974
9606.ENSP00000280154 9606.ENSP00000359206 958
9606.ENSP00000280155 9606.ENSP00000275364 924
9606.ENSP00000280155 9606.ENSP00000334448 932
9606.ENSP00000280155 9606.ENSP00000400717 918
9606.ENSP00000280155 9606.ENSP00000262494 956
9606.ENSP00000280155 9606.ENSP00000078429 914
9606.ENSP00000280155 9606.ENSP00000367872 978
9606.ENSP00000280155 9606.ENSP00000286548 959
9606.ENSP00000280236 9606.ENSP00000168216 982
9606.ENSP00000280326 9606.ENSP00000377958 999
9606.ENSP00000280326 9606.ENSP00000286428 962
9606.ENSP00000280326 9606.ENSP00000258091 999
9606.ENSP00000280326 9606.ENSP00000482075 938
9606.ENSP00000280326 9606.ENSP00000360473 965
9606.ENSP00000280326 9606.ENSP00000261813 945
9606.ENSP00000280326 9606.ENSP00000246062 990
9606.ENSP00000280326 9606.ENSP00000315702 994
9606.ENSP00000280326 9606.ENSP00000375777 994
9606.ENSP00000280326 9606.ENSP00000295688 999
9606.ENSP00000280326 9606.ENSP00000317334 999
9606.ENSP00000280326 9606.ENSP00000160373 994
9606.ENSP00000280326 9606.ENSP00000264254 978
9606.ENSP00000280326 9606.ENSP00000437125 948
9606.ENSP00000280326 9606.ENSP00000350071 994
9606.ENSP00000280326 9606.ENSP00000447942 965
9606.ENSP00000280326 9606.ENSP00000340088 965
9606.ENSP00000280326 9606.ENSP00000012443 908
9606.ENSP00000280326 9606.ENSP00000367872 997
9606.ENSP00000280326 9606.ENSP00000365730 994
9606.ENSP00000280326 9606.ENSP00000286788 999
9606.ENSP00000280326 9606.ENSP00000355523 997
9606.ENSP00000280326 9606.ENSP00000351646 978
9606.ENSP00000280326 9606.ENSP00000329915 913
9606.ENSP00000280326 9606.ENSP00000418447 995
9606.ENSP00000280326 9606.ENSP00000299300 999
9606.ENSP00000280326 9606.ENSP00000298552 944
9606.ENSP00000280326 9606.ENSP00000372042 994
9606.ENSP00000280326 9606.ENSP00000362041 942
9606.ENSP00000280326 9606.ENSP00000356989 965
9606.ENSP00000280326 9606.ENSP00000361540 996
9606.ENSP00000280326 9606.ENSP00000355114 927
9606.ENSP00000280326 9606.ENSP00000325919 903
9606.ENSP00000280326 9606.ENSP00000275603 999
9606.ENSP00000280326 9606.ENSP00000378563 955
9606.ENSP00000280326 9606.ENSP00000353048 994
9606.ENSP00000280326 9606.ENSP00000497413 983
9606.ENSP00000280326 9606.ENSP00000221138 994
9606.ENSP00000280326 9606.ENSP00000261837 997
9606.ENSP00000280326 9606.ENSP00000327191 999
9606.ENSP00000280326 9606.ENSP00000222005 928
9606.ENSP00000280326 9606.ENSP00000355735 971
9606.ENSP00000280326 9606.ENSP00000355991 994
9606.ENSP00000280326 9606.ENSP00000369703 930
9606.ENSP00000280326 9606.ENSP00000360609 959
9606.ENSP00000280326 9606.ENSP00000385158 972
9606.ENSP00000280346 9606.ENSP00000205402 999
9606.ENSP00000280346 9606.ENSP00000295266 999
9606.ENSP00000280346 9606.ENSP00000363216 913
9606.ENSP00000280346 9606.ENSP00000388183 989
9606.ENSP00000280346 9606.ENSP00000483300 937
9606.ENSP00000280346 9606.ENSP00000342056 996
9606.ENSP00000280346 9606.ENSP00000377115 970
9606.ENSP00000280346 9606.ENSP00000316924 942
9606.ENSP00000280346 9606.ENSP00000420927 979
9606.ENSP00000280346 9606.ENSP00000303246 901
9606.ENSP00000280346 9606.ENSP00000419325 967
9606.ENSP00000280346 9606.ENSP00000263035 934
9606.ENSP00000280346 9606.ENSP00000253382 943
9606.ENSP00000280346 9606.ENSP00000369134 999
9606.ENSP00000280346 9606.ENSP00000494360 982
9606.ENSP00000280346 9606.ENSP00000269980 945
9606.ENSP00000280346 9606.ENSP00000335304 942
9606.ENSP00000280346 9606.ENSP00000227868 998
9606.ENSP00000280346 9606.ENSP00000498994 903
9606.ENSP00000280346 9606.ENSP00000466259 988
9606.ENSP00000280346 9606.ENSP00000307241 999
9606.ENSP00000280346 9606.ENSP00000265838 949
9606.ENSP00000280346 9606.ENSP00000319531 945
9606.ENSP00000280346 9606.ENSP00000309548 933
9606.ENSP00000280346 9606.ENSP00000377446 990
9606.ENSP00000280346 9606.ENSP00000356015 934
9606.ENSP00000280346 9606.ENSP00000498864 997
9606.ENSP00000280346 9606.ENSP00000325136 906
9606.ENSP00000280346 9606.ENSP00000341044 934
9606.ENSP00000280346 9606.ENSP00000318351 968
9606.ENSP00000280350 9606.ENSP00000473172 956
9606.ENSP00000280350 9606.ENSP00000318297 972
9606.ENSP00000280350 9606.ENSP00000005386 902
9606.ENSP00000280350 9606.ENSP00000373450 938
9606.ENSP00000280357 9606.ENSP00000387211 999
9606.ENSP00000280357 9606.ENSP00000385428 941
9606.ENSP00000280357 9606.ENSP00000264260 999
9606.ENSP00000280357 9606.ENSP00000498321 961
9606.ENSP00000280357 9606.ENSP00000363089 908
9606.ENSP00000280357 9606.ENSP00000412237 955
9606.ENSP00000280357 9606.ENSP00000306512 926
9606.ENSP00000280357 9606.ENSP00000247470 993
9606.ENSP00000280357 9606.ENSP00000386380 965
9606.ENSP00000280357 9606.ENSP00000379110 918
9606.ENSP00000280357 9606.ENSP00000219596 928
9606.ENSP00000280357 9606.ENSP00000229135 949
9606.ENSP00000280357 9606.ENSP00000360266 952
9606.ENSP00000280357 9606.ENSP00000460475 918
9606.ENSP00000280357 9606.ENSP00000384273 939
9606.ENSP00000280357 9606.ENSP00000433209 932
9606.ENSP00000280357 9606.ENSP00000385675 970
9606.ENSP00000280357 9606.ENSP00000434717 999
9606.ENSP00000280357 9606.ENSP00000337383 946
9606.ENSP00000280357 9606.ENSP00000398698 961
9606.ENSP00000280357 9606.ENSP00000263341 990
9606.ENSP00000280357 9606.ENSP00000388566 967
9606.ENSP00000280357 9606.ENSP00000304915 916
9606.ENSP00000280357 9606.ENSP00000433138 998
9606.ENSP00000280357 9606.ENSP00000226574 979
9606.ENSP00000280357 9606.ENSP00000263339 997
9606.ENSP00000280357 9606.ENSP00000263326 965
9606.ENSP00000280358 9606.ENSP00000293695 999
9606.ENSP00000280358 9606.ENSP00000303978 997
9606.ENSP00000280358 9606.ENSP00000385480 993
9606.ENSP00000280358 9606.ENSP00000376658 959
9606.ENSP00000280358 9606.ENSP00000350162 900
9606.ENSP00000280358 9606.ENSP00000358535 983
9606.ENSP00000280362 9606.ENSP00000477796 995
9606.ENSP00000280362 9606.ENSP00000369756 949
9606.ENSP00000280362 9606.ENSP00000369927 902
9606.ENSP00000280362 9606.ENSP00000295453 900
9606.ENSP00000280362 9606.ENSP00000234454 985
9606.ENSP00000280362 9606.ENSP00000309116 925
9606.ENSP00000280362 9606.ENSP00000248594 937
9606.ENSP00000280362 9606.ENSP00000290349 918
9606.ENSP00000280362 9606.ENSP00000452746 901
9606.ENSP00000280362 9606.ENSP00000352584 901
9606.ENSP00000280362 9606.ENSP00000285930 916
9606.ENSP00000280362 9606.ENSP00000375881 902
9606.ENSP00000280362 9606.ENSP00000295463 901
9606.ENSP00000280362 9606.ENSP00000363973 902
9606.ENSP00000280377 9606.ENSP00000262158 947
9606.ENSP00000280377 9606.ENSP00000262435 985
9606.ENSP00000280377 9606.ENSP00000441543 989
9606.ENSP00000280377 9606.ENSP00000449386 999
9606.ENSP00000280377 9606.ENSP00000265560 931
9606.ENSP00000280377 9606.ENSP00000478771 913
9606.ENSP00000280481 9606.ENSP00000412940 994
9606.ENSP00000280481 9606.ENSP00000367316 937
9606.ENSP00000280481 9606.ENSP00000422834 982
9606.ENSP00000280481 9606.ENSP00000379350 906
9606.ENSP00000280551 9606.ENSP00000306881 999
9606.ENSP00000280551 9606.ENSP00000428564 976
9606.ENSP00000280551 9606.ENSP00000381823 997
9606.ENSP00000280551 9606.ENSP00000362339 987
9606.ENSP00000280551 9606.ENSP00000356230 944
9606.ENSP00000280551 9606.ENSP00000325827 998
9606.ENSP00000280551 9606.ENSP00000373312 999
9606.ENSP00000280551 9606.ENSP00000359370 975
9606.ENSP00000280551 9606.ENSP00000343405 989
9606.ENSP00000280551 9606.ENSP00000264933 919
9606.ENSP00000280551 9606.ENSP00000362807 921
9606.ENSP00000280551 9606.ENSP00000405926 919
9606.ENSP00000280551 9606.ENSP00000385432 945
9606.ENSP00000280551 9606.ENSP00000338844 999
9606.ENSP00000280551 9606.ENSP00000378721 994
9606.ENSP00000280557 9606.ENSP00000481646 929
9606.ENSP00000280557 9606.ENSP00000414321 968
9606.ENSP00000280557 9606.ENSP00000385110 990
9606.ENSP00000280557 9606.ENSP00000345957 940
9606.ENSP00000280557 9606.ENSP00000367806 911
9606.ENSP00000280557 9606.ENSP00000393241 962
9606.ENSP00000280557 9606.ENSP00000470972 963
9606.ENSP00000280557 9606.ENSP00000389351 904
9606.ENSP00000280557 9606.ENSP00000426909 926
9606.ENSP00000280557 9606.ENSP00000362744 920
9606.ENSP00000280557 9606.ENSP00000495273 961
9606.ENSP00000280557 9606.ENSP00000472985 914
9606.ENSP00000280557 9606.ENSP00000472469 963
9606.ENSP00000280557 9606.ENSP00000498019 971
9606.ENSP00000280557 9606.ENSP00000466010 963
9606.ENSP00000280557 9606.ENSP00000341885 925
9606.ENSP00000280557 9606.ENSP00000379888 958
9606.ENSP00000280557 9606.ENSP00000302037 994
9606.ENSP00000280557 9606.ENSP00000369757 970
9606.ENSP00000280557 9606.ENSP00000435096 974
9606.ENSP00000280557 9606.ENSP00000429374 939
9606.ENSP00000280557 9606.ENSP00000360365 999
9606.ENSP00000280557 9606.ENSP00000499044 924
9606.ENSP00000280557 9606.ENSP00000223136 995
9606.ENSP00000280557 9606.ENSP00000270625 971
9606.ENSP00000280557 9606.ENSP00000379339 912
9606.ENSP00000280557 9606.ENSP00000348849 961
9606.ENSP00000280557 9606.ENSP00000271764 913
9606.ENSP00000280557 9606.ENSP00000379057 988
9606.ENSP00000280557 9606.ENSP00000375632 927
9606.ENSP00000280557 9606.ENSP00000296674 931
9606.ENSP00000280557 9606.ENSP00000385958 910
9606.ENSP00000280557 9606.ENSP00000272317 930
9606.ENSP00000280557 9606.ENSP00000435777 922
9606.ENSP00000280557 9606.ENSP00000346050 962
9606.ENSP00000280557 9606.ENSP00000278572 974
9606.ENSP00000280557 9606.ENSP00000431822 994
9606.ENSP00000280571 9606.ENSP00000264710 968
9606.ENSP00000280571 9606.ENSP00000300935 997
9606.ENSP00000280605 9606.ENSP00000380070 974
9606.ENSP00000280605 9606.ENSP00000339933 913
9606.ENSP00000280605 9606.ENSP00000361512 953
9606.ENSP00000280605 9606.ENSP00000497767 961
9606.ENSP00000280605 9606.ENSP00000280706 905
9606.ENSP00000280605 9606.ENSP00000306817 960
9606.ENSP00000280605 9606.ENSP00000352401 991
9606.ENSP00000280605 9606.ENSP00000370517 961
9606.ENSP00000280605 9606.ENSP00000408025 979
9606.ENSP00000280605 9606.ENSP00000229270 963
9606.ENSP00000280605 9606.ENSP00000358931 902
9606.ENSP00000280605 9606.ENSP00000283646 993
9606.ENSP00000280605 9606.ENSP00000222286 942
9606.ENSP00000280605 9606.ENSP00000364486 976
9606.ENSP00000280605 9606.ENSP00000269848 965
9606.ENSP00000280605 9606.ENSP00000424595 953
9606.ENSP00000280605 9606.ENSP00000270776 943
9606.ENSP00000280605 9606.ENSP00000353165 983
9606.ENSP00000280605 9606.ENSP00000405573 995
9606.ENSP00000280605 9606.ENSP00000445175 910
9606.ENSP00000280605 9606.ENSP00000302393 909
9606.ENSP00000280605 9606.ENSP00000321259 999
9606.ENSP00000280605 9606.ENSP00000496597 970
9606.ENSP00000280605 9606.ENSP00000381504 956
9606.ENSP00000280605 9606.ENSP00000391481 902
9606.ENSP00000280605 9606.ENSP00000473348 938
9606.ENSP00000280605 9606.ENSP00000496166 969
9606.ENSP00000280605 9606.ENSP00000495530 950
9606.ENSP00000280605 9606.ENSP00000371393 938
9606.ENSP00000280605 9606.ENSP00000320171 934
9606.ENSP00000280605 9606.ENSP00000378731 960
9606.ENSP00000280605 9606.ENSP00000476672 994
9606.ENSP00000280605 9606.ENSP00000416583 956
9606.ENSP00000280612 9606.ENSP00000398632 994
9606.ENSP00000280612 9606.ENSP00000367123 999
9606.ENSP00000280665 9606.ENSP00000351811 992
9606.ENSP00000280665 9606.ENSP00000264951 993
9606.ENSP00000280665 9606.ENSP00000478754 996
9606.ENSP00000280665 9606.ENSP00000373715 999
9606.ENSP00000280665 9606.ENSP00000497737 998
9606.ENSP00000280665 9606.ENSP00000476386 991
9606.ENSP00000280684 9606.ENSP00000371985 985
9606.ENSP00000280684 9606.ENSP00000367323 952
9606.ENSP00000280684 9606.ENSP00000431822 911
9606.ENSP00000280684 9606.ENSP00000487785 986
9606.ENSP00000280684 9606.ENSP00000419952 904
9606.ENSP00000280700 9606.ENSP00000259512 905
9606.ENSP00000280700 9606.ENSP00000467024 971
9606.ENSP00000280700 9606.ENSP00000290649 932
9606.ENSP00000280700 9606.ENSP00000350708 997
9606.ENSP00000280700 9606.ENSP00000351777 972
9606.ENSP00000280701 9606.ENSP00000304592 952
9606.ENSP00000280701 9606.ENSP00000263702 983
9606.ENSP00000280701 9606.ENSP00000303525 985
9606.ENSP00000280701 9606.ENSP00000377115 913
9606.ENSP00000280701 9606.ENSP00000290429 999
9606.ENSP00000280701 9606.ENSP00000363794 981
9606.ENSP00000280701 9606.ENSP00000458770 999
9606.ENSP00000280701 9606.ENSP00000378105 921
9606.ENSP00000280701 9606.ENSP00000261584 955
9606.ENSP00000280706 9606.ENSP00000377192 916
9606.ENSP00000280706 9606.ENSP00000303077 982
9606.ENSP00000280706 9606.ENSP00000385828 911
9606.ENSP00000280706 9606.ENSP00000307241 944
9606.ENSP00000280706 9606.ENSP00000300051 939
9606.ENSP00000280706 9606.ENSP00000358931 903
9606.ENSP00000280706 9606.ENSP00000498994 966
9606.ENSP00000280706 9606.ENSP00000280605 905
9606.ENSP00000280706 9606.ENSP00000318351 926
9606.ENSP00000280706 9606.ENSP00000245206 972
9606.ENSP00000280706 9606.ENSP00000359539 978
9606.ENSP00000280706 9606.ENSP00000440246 959
9606.ENSP00000280706 9606.ENSP00000339933 986
9606.ENSP00000280706 9606.ENSP00000320171 986
9606.ENSP00000280706 9606.ENSP00000411719 922
9606.ENSP00000280706 9606.ENSP00000251968 902
9606.ENSP00000280706 9606.ENSP00000295266 923
9606.ENSP00000280706 9606.ENSP00000342056 940
9606.ENSP00000280706 9606.ENSP00000473348 926
9606.ENSP00000280706 9606.ENSP00000391481 903
9606.ENSP00000280706 9606.ENSP00000321070 953
9606.ENSP00000280706 9606.ENSP00000358719 954
9606.ENSP00000280706 9606.ENSP00000269980 922
9606.ENSP00000280706 9606.ENSP00000405573 930
9606.ENSP00000280772 9606.ENSP00000368314 953
9606.ENSP00000280772 9606.ENSP00000348381 979
9606.ENSP00000280772 9606.ENSP00000352035 956
